date,tournament,team,opponent,location,result,score,opp_score,points,xg,city,country,neutral,age,min,crdY,crdR
2017-06-05,Friendly,Russia,Hungary,-1,W,3,0,3,NA,Budapest,Hungary,FALSE,27.705882352941178,58.23529411764706,2,0
2017-06-05,Friendly,Senegal,Uganda,1,D,0,0,1,NA,Dakar,Senegal,FALSE,24.9375,61.875,0,0
2017-06-05,Friendly,Uganda,Senegal,-1,D,0,0,1,NA,Dakar,Senegal,FALSE,23.666666666666668,55,0,0
2017-06-06,Friendly,Afghanistan,Maldives,0,W,2,1,3,NA,Dubai,United Arab Emirates,TRUE,24.88235294117647,58.23529411764705,1,0
2017-06-06,Friendly,Maldives,Afghanistan,0,L,1,2,0,NA,Dubai,United Arab Emirates,TRUE,27.41176470588235,58.23529411764705,1,0
2017-06-06,Friendly,Algeria,Guinea,1,W,2,1,3,NA,Blida,Algeria,FALSE,26.470588235294116,58.23529411764706,1,0
2017-06-06,Friendly,Guinea,Algeria,-1,L,1,2,0,NA,Blida,Algeria,FALSE,24.529411764705884,58.23529411764705,2,0
2006-06-12,FIFA World Cup,Italy,Ghana,0,W,2,0,3,NA,Hanover,Germany,TRUE,27.571428571428573,70.71428571428572,3,0
2006-06-12,FIFA World Cup,Ghana,Italy,0,L,0,2,0,NA,Hanover,Germany,TRUE,24.571428571428573,70.71428571428572,2,0
2017-06-06,Friendly,Denmark,Germany,1,D,1,1,1,NA,Brøndby,Denmark,FALSE,25.235294117647058,58.23529411764706,0,0
2017-06-06,Friendly,Germany,Denmark,-1,D,1,1,1,NA,Brøndby,Denmark,FALSE,24.1875,61.875,0,0
2017-06-06,Friendly,India,Nepal,1,W,2,0,3,NA,Bombay,India,FALSE,25.176470588235293,58.23529411764706,1,0
2017-06-06,Friendly,Nepal,India,-1,L,0,2,0,NA,Bombay,India,FALSE,22.466666666666665,60.5625,0,1
2017-06-06,Friendly,Israel,Moldova,1,D,1,1,1,NA,Netanya,Israel,FALSE,28.823529411764707,58.23529411764706,2,0
2017-06-06,Friendly,Moldova,Israel,-1,D,1,1,1,NA,Netanya,Israel,FALSE,28.294117647058822,58.23529411764706,0,0
2017-06-06,Friendly,Uzbekistan,Thailand,1,W,2,0,3,NA,Tashkent,Uzbekistan,FALSE,27.3125,61.875,0,0
2017-06-06,Friendly,Thailand,Uzbekistan,-1,L,0,2,0,NA,Tashkent,Uzbekistan,FALSE,25.176470588235293,58.23529411764705,1,0
2017-06-07,Friendly,Bolivia,Nicaragua,1,W,3,2,3,NA,Yacuiba,Bolivia,FALSE,24.625,61.875,1,0
2017-06-07,Friendly,Nicaragua,Bolivia,-1,L,2,3,0,NA,Yacuiba,Bolivia,FALSE,25.5,61.875,1,0
2017-06-07,Friendly,Finland,Liechtenstein,1,D,1,1,1,NA,Turku,Finland,FALSE,26.647058823529413,58.23529411764706,0,0
2017-06-07,Friendly,Liechtenstein,Finland,-1,D,1,1,1,NA,Turku,Finland,FALSE,26.3125,61.875,2,0
2017-06-07,Friendly,Hong Kong,Jordan,1,D,0,0,1,NA,Kowloon,Hong Kong,FALSE,30.11764705882353,58.23529411764706,2,0
2017-06-07,Friendly,Jordan,Hong Kong,-1,D,0,0,1,NA,Kowloon,Hong Kong,FALSE,27.058823529411764,58.23529411764706,3,0
2017-06-07,Friendly,Italy,Uruguay,0,W,3,0,3,NA,Nice,France,TRUE,27.705882352941178,58.23529411764706,2,0
2017-06-07,Friendly,Uruguay,Italy,0,L,0,3,0,NA,Nice,France,TRUE,27.785714285714285,70.71428571428572,1,0
2017-06-07,Friendly,Spain,Colombia,1,D,2,2,1,NA,Murcia,Spain,FALSE,27.529411764705884,58.23529411764706,3,0
2017-06-07,Friendly,Colombia,Spain,-1,D,2,2,1,NA,Murcia,Spain,FALSE,27.705882352941178,58.23529411764705,3,0
2017-06-08,Friendly,Cambodia,Indonesia,1,L,0,2,0,NA,Phnom Penh,Cambodia,FALSE,22.41176470588235,58.23529411764706,3,0
2017-06-08,Friendly,Indonesia,Cambodia,-1,W,2,0,3,NA,Phnom Penh,Cambodia,FALSE,22.058823529411764,58.23529411764706,6,0
1998-06-15,FIFA World Cup,Germany,United States,0,W,2,0,3,NA,Paris,France,TRUE,29.214285714285715,70.71428571428571,3,0
1998-06-15,FIFA World Cup,United States,Germany,0,L,0,2,0,NA,Paris,France,TRUE,28.071428571428573,70.71428571428571,2,0
2006-06-12,FIFA World Cup,United States,Czech Republic,0,L,0,3,0,NA,Gelsenkirchen,Germany,TRUE,28.214285714285715,70.71428571428571,2,0
2006-06-12,FIFA World Cup,Czech Republic,United States,0,W,3,0,3,NA,Gelsenkirchen,Germany,TRUE,28.642857142857142,70.71428571428572,4,0
2017-06-08,Friendly,Ecuador,Venezuela,0,D,1,1,1,NA,Boca Raton,United States,TRUE,26.466666666666665,66,2,0
2017-06-08,Friendly,Venezuela,Ecuador,0,D,1,1,1,NA,Boca Raton,United States,TRUE,24,65.26666666666667,3,1
2017-06-08,Friendly,Peru,Paraguay,1,W,1,0,3,NA,Trujillo,Peru,FALSE,25.1875,61.875,2,0
2017-06-08,Friendly,Paraguay,Peru,-1,L,0,1,0,NA,Trujillo,Peru,FALSE,26.6,64.86666666666666,3,1
2017-06-09,FIFA World Cup qualification,Andorra,Hungary,1,W,1,0,3,NA,Sant Julià de Lòria,Andorra,FALSE,27.214285714285715,70.71428571428571,6,0
2017-06-09,FIFA World Cup qualification,Hungary,Andorra,-1,L,0,1,0,NA,Sant Julià de Lòria,Andorra,FALSE,24,70.71428571428571,1,0
2017-06-09,FIFA World Cup qualification,Belarus,Bulgaria,1,W,2,1,3,NA,Barysaw,Belarus,FALSE,27,70.71428571428571,3,0
2017-06-09,FIFA World Cup qualification,Bulgaria,Belarus,-1,L,1,2,0,NA,Barysaw,Belarus,FALSE,27.5,70.71428571428572,2,0
2017-06-09,FIFA World Cup qualification,Estonia,Belgium,1,L,0,2,0,NA,Tallinn,Estonia,FALSE,27,67.35714285714286,1,1
2017-06-09,FIFA World Cup qualification,Belgium,Estonia,-1,W,2,0,3,NA,Tallinn,Estonia,FALSE,26.916666666666668,82.5,0,0
2017-06-09,FIFA World Cup qualification,Faroe Islands,Switzerland,1,L,0,2,0,NA,Tórshavn,Faroe Islands,FALSE,28.357142857142858,70.71428571428572,2,0
2017-06-09,FIFA World Cup qualification,Switzerland,Faroe Islands,-1,W,2,0,3,NA,Tórshavn,Faroe Islands,FALSE,27.071428571428573,70.71428571428572,0,0
2017-06-09,FIFA World Cup qualification,Gibraltar,Cyprus,0,L,1,2,0,NA,Faro,Portugal,TRUE,26.46153846153846,76.15384615384616,3,0
2017-06-09,FIFA World Cup qualification,Cyprus,Gibraltar,0,W,2,1,3,NA,Faro,Portugal,TRUE,26.571428571428573,70.71428571428572,3,0
2017-06-09,FIFA World Cup qualification,Latvia,Portugal,1,L,0,3,0,NA,Riga,Latvia,FALSE,25.857142857142858,70.71428571428571,2,0
2017-06-09,FIFA World Cup qualification,Portugal,Latvia,-1,W,3,0,3,NA,Riga,Latvia,FALSE,27.428571428571427,70.71428571428571,2,0
2017-06-09,FIFA World Cup qualification,Netherlands,Luxembourg,1,W,5,0,3,NA,Rotterdam,Netherlands,FALSE,26.285714285714285,70.71428571428571,1,0
2017-06-09,FIFA World Cup qualification,Luxembourg,Netherlands,-1,L,0,5,0,NA,Rotterdam,Netherlands,FALSE,23.285714285714285,70.71428571428571,4,0
2017-06-09,Friendly,Russia,Chile,1,D,1,1,1,NA,Moscow,Russia,FALSE,28.25,61.875,1,0
2017-06-09,Friendly,Chile,Russia,-1,D,1,1,1,NA,Moscow,Russia,FALSE,28.41176470588235,58.23529411764706,2,0
2006-06-13,FIFA World Cup,Brazil,Croatia,0,W,1,0,3,NA,Berlin,Germany,TRUE,28.5,82.5,1,0
2006-06-13,FIFA World Cup,Croatia,Brazil,0,L,0,1,0,NA,Berlin,Germany,TRUE,27.53846153846154,76.15384615384616,3,0
2017-06-09,FIFA World Cup qualification,Sweden,France,1,W,2,1,3,NA,Solna,Sweden,FALSE,27.285714285714285,70.71428571428571,0,0
2017-06-09,FIFA World Cup qualification,France,Sweden,-1,L,1,2,0,NA,Solna,Sweden,FALSE,25.923076923076923,76.15384615384616,1,0
2017-06-10,FIFA World Cup qualification,Azerbaijan,Northern Ireland,1,L,0,1,0,NA,Baku,Azerbaijan,FALSE,26.928571428571427,70.71428571428571,3,0
2017-06-10,FIFA World Cup qualification,Northern Ireland,Azerbaijan,-1,W,1,0,3,NA,Baku,Azerbaijan,FALSE,29.357142857142858,70.71428571428572,2,0
2017-06-10,FIFA World Cup qualification,Germany,San Marino,1,W,7,0,3,NA,Nuremberg,Germany,FALSE,24.214285714285715,70.71428571428571,0,0
2017-06-10,FIFA World Cup qualification,San Marino,Germany,-1,L,0,7,0,NA,Nuremberg,Germany,FALSE,26.428571428571427,70.71428571428571,3,0
2017-06-10,FIFA World Cup qualification,Kazakhstan,Denmark,1,L,1,3,0,NA,Almaty,Kazakhstan,FALSE,26.142857142857142,67.28571428571429,2,1
2017-06-10,FIFA World Cup qualification,Denmark,Kazakhstan,-1,W,3,1,3,NA,Almaty,Kazakhstan,FALSE,25.571428571428573,70.71428571428571,0,0
2017-06-10,FIFA World Cup qualification,Lithuania,Slovakia,1,L,1,2,0,NA,Vilnius,Lithuania,FALSE,27.75,76.15384615384616,3,0
2017-06-10,FIFA World Cup qualification,Slovakia,Lithuania,-1,W,2,1,3,NA,Vilnius,Lithuania,FALSE,26.642857142857142,70.71428571428571,3,0
2017-06-10,FIFA World Cup qualification,Montenegro,Armenia,1,W,4,1,3,NA,Podgorica,Montenegro,FALSE,24.642857142857142,70.71428571428571,0,0
2017-06-10,FIFA World Cup qualification,Armenia,Montenegro,-1,L,1,4,0,NA,Podgorica,Montenegro,FALSE,26.714285714285715,70.71428571428571,2,0
2017-06-10,FIFA World Cup qualification,Norway,Czech Republic,1,D,1,1,1,NA,Oslo,Norway,FALSE,25.714285714285715,70.71428571428571,1,0
2017-06-10,FIFA World Cup qualification,Czech Republic,Norway,-1,D,1,1,1,NA,Oslo,Norway,FALSE,25.571428571428573,70.71428571428571,3,0
2017-06-10,FIFA World Cup qualification,Poland,Romania,1,W,3,1,3,NA,Warsaw,Poland,FALSE,27.642857142857142,70.71428571428572,0,0
2017-06-10,FIFA World Cup qualification,Romania,Poland,-1,L,1,3,0,NA,Warsaw,Poland,FALSE,27.214285714285715,70.71428571428572,1,0
2017-06-10,FIFA World Cup qualification,Scotland,England,1,D,2,2,1,NA,Glasgow,Scotland,FALSE,27.928571428571427,70.71428571428571,1,0
2017-06-10,FIFA World Cup qualification,England,Scotland,-1,D,2,2,1,NA,Glasgow,Scotland,FALSE,25.928571428571427,70.71428571428571,2,0
2017-06-10,FIFA World Cup qualification,Slovenia,Malta,1,W,2,0,3,NA,Ljubljana,Slovenia,FALSE,27.285714285714285,70.71428571428572,1,0
2017-06-10,FIFA World Cup qualification,Malta,Slovenia,-1,L,0,2,0,NA,Ljubljana,Slovenia,FALSE,28.714285714285715,70.71428571428572,4,0
2006-06-13,FIFA World Cup,France,Switzerland,0,D,0,0,1,NA,Stuttgart,Germany,TRUE,29.846153846153847,76.15384615384616,3,0
2006-06-13,FIFA World Cup,Switzerland,France,0,D,0,0,1,NA,Stuttgart,Germany,TRUE,25.428571428571427,70.71428571428571,5,0
2017-06-11,FIFA World Cup qualification,Finland,Ukraine,1,L,1,2,0,NA,Tampere,Finland,FALSE,25.714285714285715,70.71428571428572,2,0
2017-06-11,FIFA World Cup qualification,Ukraine,Finland,-1,W,2,1,3,NA,Tampere,Finland,FALSE,25,70.71428571428572,4,0
2017-06-11,FIFA World Cup qualification,Iceland,Croatia,1,W,1,0,3,NA,Reykjavík,Iceland,FALSE,28.642857142857142,70.71428571428571,0,0
2017-06-11,FIFA World Cup qualification,Croatia,Iceland,-1,L,0,1,0,NA,Reykjavík,Iceland,FALSE,27.153846153846153,76.15384615384616,0,0
2017-06-11,FIFA World Cup qualification,Israel,Albania,1,L,0,3,0,NA,Haifa,Israel,FALSE,28.928571428571427,70.71428571428571,0,0
2017-06-11,FIFA World Cup qualification,Albania,Israel,-1,W,3,0,3,NA,Haifa,Israel,FALSE,26.785714285714285,70.71428571428571,1,0
2017-06-11,FIFA World Cup qualification,Italy,Liechtenstein,1,W,5,0,3,NA,Udine,Italy,FALSE,28.214285714285715,70.71428571428572,0,0
2017-06-11,FIFA World Cup qualification,Liechtenstein,Italy,-1,L,0,5,0,NA,Udine,Italy,FALSE,26.5,70.71428571428572,1,0
2017-06-11,FIFA World Cup qualification,Moldova,Georgia,1,D,2,2,1,NA,Chișinău,Moldova,FALSE,28.642857142857142,70.71428571428571,1,0
2017-06-11,FIFA World Cup qualification,Georgia,Moldova,-1,D,2,2,1,NA,Chișinău,Moldova,FALSE,26.642857142857142,70.71428571428571,2,0
2017-06-11,FIFA World Cup qualification,Serbia,Wales,1,D,1,1,1,NA,Belgrade,Serbia,FALSE,27.923076923076923,76.15384615384616,3,0
2017-06-11,FIFA World Cup qualification,Wales,Serbia,-1,D,1,1,1,NA,Belgrade,Serbia,FALSE,27.23076923076923,76.15384615384616,2,0
2017-06-12,Friendly,Belarus,New Zealand,1,W,1,0,3,NA,Minsk,Belarus,FALSE,25.823529411764707,58.23529411764705,1,0
2017-06-12,Friendly,New Zealand,Belarus,-1,L,0,1,0,NA,Minsk,Belarus,FALSE,25.866666666666667,66,0,0
2017-06-12,Friendly,Latvia,Estonia,1,L,1,2,0,NA,Riga,Latvia,FALSE,24.88235294117647,58.23529411764706,1,0
2017-06-12,Friendly,Estonia,Latvia,-1,W,2,1,3,NA,Riga,Latvia,FALSE,27.176470588235293,58.23529411764706,2,0
2017-06-13,Friendly,Australia,Brazil,1,L,0,4,0,NA,Melbourne,Australia,FALSE,26,58.23529411764706,0,0
2017-06-13,Friendly,Brazil,Australia,-1,W,4,0,3,NA,Melbourne,Australia,FALSE,28.294117647058822,58.23529411764706,0,0
2017-06-13,Friendly,Canada,Curaçao,1,W,2,1,3,NA,Montréal,Canada,FALSE,25.058823529411764,58.23529411764705,1,0
2017-06-13,Friendly,Curaçao,Canada,-1,L,1,2,0,NA,Montréal,Canada,FALSE,26,61.875,1,0
2006-06-14,FIFA World Cup,Germany,Poland,1,W,1,0,3,NA,Dortmund,Germany,FALSE,26.571428571428573,70.71428571428571,3,0
2006-06-14,FIFA World Cup,Poland,Germany,-1,L,0,1,0,NA,Dortmund,Germany,FALSE,27.571428571428573,69.57142857142857,4,1
2017-06-13,Friendly,El Salvador,Ecuador,0,L,0,3,0,NA,Harrison,United States,TRUE,25.6875,61.125,2,1
2017-06-13,Friendly,Ecuador,El Salvador,0,W,3,0,3,NA,Harrison,United States,TRUE,26.941176470588236,58.23529411764706,1,0
2017-06-13,Friendly,France,England,1,W,3,2,3,NA,Saint-Denis,France,FALSE,24.928571428571427,67.57142857142857,0,1
2017-06-13,Friendly,England,France,-1,L,2,3,0,NA,Saint-Denis,France,FALSE,25.466666666666665,66,2,0
2017-06-13,Friendly,Indonesia,Puerto Rico,1,D,0,0,1,NA,Sleman,Indonesia,FALSE,22.058823529411764,58.23529411764706,1,0
2017-06-13,Friendly,Puerto Rico,Indonesia,-1,D,0,0,1,NA,Sleman,Indonesia,FALSE,23.529411764705884,58.23529411764705,1,0
2017-06-13,Friendly,Norway,Sweden,1,D,1,1,1,NA,Oslo,Norway,FALSE,24.625,61.875,2,0
2017-06-13,Friendly,Sweden,Norway,-1,D,1,1,1,NA,Oslo,Norway,FALSE,25.6,66,0,0
2017-06-13,Friendly,Romania,Chile,1,W,3,2,3,NA,Cluj,Romania,FALSE,25.235294117647058,58.23529411764706,2,0
2017-06-13,Friendly,Chile,Romania,-1,L,2,3,0,NA,Cluj,Romania,FALSE,28.176470588235293,54.82352941176471,1,1
2017-06-13,Friendly,Singapore,Argentina,1,L,0,6,0,NA,Kallang,Singapore,FALSE,27.294117647058822,58.23529411764706,0,0
2017-06-13,Friendly,Argentina,Singapore,-1,W,6,0,3,NA,Kallang,Singapore,FALSE,26.133333333333333,66,0,0
2017-06-13,Friendly,South Africa,Zambia,1,L,1,2,0,NA,Moruleng,South Africa,FALSE,25.285714285714285,70.71428571428571,1,0
2017-06-13,Friendly,Zambia,South Africa,-1,W,2,1,3,NA,Moruleng,South Africa,FALSE,22.9375,61.875,1,0
2017-06-17,Friendly,Curaçao,Nicaragua,1,D,0,0,1,NA,Willemstad,Curaçao,FALSE,25.642857142857142,70.71428571428572,2,0
2017-06-17,Friendly,Nicaragua,Curaçao,-1,D,0,0,1,NA,Willemstad,Curaçao,FALSE,25.58823529411765,58.23529411764705,1,0
2017-06-17,Confederations Cup,Russia,New Zealand,1,W,2,0,3,NA,Saint Petersburg,Russia,FALSE,27.857142857142858,70.71428571428571,0,0
2017-06-17,Confederations Cup,New Zealand,Russia,-1,L,0,2,0,NA,Saint Petersburg,Russia,FALSE,26.142857142857142,70.71428571428572,0,0
2017-06-18,Confederations Cup,Cameroon,Chile,0,L,0,2,0,NA,Moscow,Russia,TRUE,25.307692307692307,76.15384615384616,0,0
2017-06-18,Confederations Cup,Chile,Cameroon,0,W,2,0,3,NA,Moscow,Russia,TRUE,30.071428571428573,70.71428571428572,1,0
2006-06-14,FIFA World Cup,Spain,Ukraine,0,W,4,0,3,NA,Leipzig,Germany,TRUE,25.214285714285715,70.71428571428571,0,0
2006-06-14,FIFA World Cup,Ukraine,Spain,0,L,0,4,0,NA,Leipzig,Germany,TRUE,27.928571428571427,67.57142857142857,2,1
2017-06-18,Confederations Cup,Portugal,Mexico,0,D,2,2,1,NA,Kazan,Russia,TRUE,27.714285714285715,70.71428571428572,2,0
2017-06-18,Confederations Cup,Mexico,Portugal,0,D,2,2,1,NA,Kazan,Russia,TRUE,27.714285714285715,70.71428571428572,1,0
2017-06-19,Confederations Cup,Australia,Germany,0,L,2,3,0,NA,Sochi,Russia,TRUE,26.571428571428573,70.71428571428571,1,0
2017-06-19,Confederations Cup,Germany,Australia,0,W,3,2,3,NA,Sochi,Russia,TRUE,24.142857142857142,70.71428571428572,1,0
2017-06-21,Confederations Cup,Mexico,New Zealand,0,W,2,1,3,NA,Sochi,Russia,TRUE,28.071428571428573,70.71428571428571,2,0
2017-06-21,Confederations Cup,New Zealand,Mexico,0,L,1,2,0,NA,Sochi,Russia,TRUE,24.714285714285715,70.71428571428572,2,0
2017-06-21,Confederations Cup,Russia,Portugal,1,L,0,1,0,NA,Moscow,Russia,FALSE,28.5,70.71428571428572,3,0
2017-06-21,Confederations Cup,Portugal,Russia,-1,W,1,0,3,NA,Moscow,Russia,FALSE,26.928571428571427,70.71428571428571,2,0
2017-06-22,Confederations Cup,Cameroon,Australia,0,D,1,1,1,NA,Saint Petersburg,Russia,TRUE,25.25,82.5,2,0
2017-06-22,Confederations Cup,Australia,Cameroon,0,D,1,1,1,NA,Saint Petersburg,Russia,TRUE,26.142857142857142,70.71428571428572,1,0
2017-06-22,Confederations Cup,Germany,Chile,0,D,1,1,1,NA,Kazan,Russia,TRUE,24.181818181818183,90,2,0
2017-06-22,Confederations Cup,Chile,Germany,0,D,1,1,1,NA,Kazan,Russia,TRUE,29,70.71428571428571,2,0
2017-06-24,Confederations Cup,New Zealand,Portugal,0,L,0,4,0,NA,Saint Petersburg,Russia,TRUE,25.928571428571427,70.71428571428571,2,0
2017-06-24,Confederations Cup,Portugal,New Zealand,0,W,4,0,3,NA,Saint Petersburg,Russia,TRUE,28.285714285714285,70.71428571428572,2,0
2017-06-25,Confederations Cup,Chile,Australia,0,D,1,1,1,NA,Moscow,Russia,TRUE,28.714285714285715,70.71428571428571,2,0
2017-06-25,Confederations Cup,Australia,Chile,0,D,1,1,1,NA,Moscow,Russia,TRUE,26.642857142857142,70.71428571428572,4,0
2017-06-25,Confederations Cup,Germany,Cameroon,0,W,3,1,3,NA,Sochi,Russia,TRUE,22.928571428571427,70.71428571428571,1,0
2017-06-25,Confederations Cup,Cameroon,Germany,0,L,1,3,0,NA,Sochi,Russia,TRUE,24.857142857142858,68.78571428571429,0,1
2017-06-28,Confederations Cup,Portugal,Chile,0,D,0,0,1,NA,Kazan,Russia,TRUE,28.066666666666666,88,5,0
2017-06-28,Confederations Cup,Chile,Portugal,0,D,0,0,1,NA,Kazan,Russia,TRUE,29.571428571428573,94.28571428571429,2,0
2006-06-14,FIFA World Cup,Tunisia,Saudi Arabia,0,D,2,2,1,NA,Munich,Germany,TRUE,28.142857142857142,70.71428571428572,4,0
2006-06-14,FIFA World Cup,Saudi Arabia,Tunisia,0,D,2,2,1,NA,Munich,Germany,TRUE,26.142857142857142,70.71428571428571,0,0
2017-06-29,Confederations Cup,Germany,Mexico,0,W,4,1,3,NA,Sochi,Russia,TRUE,23.5,70.71428571428572,1,0
2017-06-29,Confederations Cup,Mexico,Germany,0,L,1,4,0,NA,Sochi,Russia,TRUE,28,70.71428571428571,1,0
2017-07-01,Friendly,Mexico,Paraguay,0,W,2,1,3,NA,Seattle,United States,TRUE,26.066666666666666,66,2,0
2017-07-01,Friendly,Paraguay,Mexico,0,L,1,2,0,NA,Seattle,United States,TRUE,27.066666666666666,66,0,0
2017-07-01,Friendly,United States,Ghana,1,W,2,1,3,NA,East Hartford,United States,FALSE,26.5,61.875,2,0
2017-07-01,Friendly,Ghana,United States,-1,L,1,2,0,NA,East Hartford,United States,FALSE,24.235294117647058,58.23529411764706,2,0
2017-07-02,Confederations Cup,Chile,Germany,0,L,0,1,0,NA,Saint Petersburg,Russia,TRUE,29.285714285714285,70.71428571428571,4,0
2017-07-02,Confederations Cup,Germany,Chile,0,W,1,0,3,NA,Saint Petersburg,Russia,TRUE,23.923076923076923,76.15384615384616,3,0
2017-07-02,Confederations Cup,Portugal,Mexico,0,W,2,1,3,NA,Moscow,Russia,TRUE,27.466666666666665,87,2,1
2017-07-02,Confederations Cup,Mexico,Portugal,0,L,1,2,0,NA,Moscow,Russia,TRUE,28.4,87.4,4,1
2017-07-07,Gold Cup,French Guiana,Canada,0,L,2,4,0,NA,Harrison,United States,TRUE,27.384615384615383,76.15384615384616,3,0
2017-07-07,Gold Cup,Canada,French Guiana,0,W,4,2,3,NA,Harrison,United States,TRUE,26.071428571428573,70.71428571428571,2,0
2017-07-07,Gold Cup,Honduras,Costa Rica,0,L,0,1,0,NA,Harrison,United States,TRUE,26.5,70.71428571428571,1,0
2017-07-07,Gold Cup,Costa Rica,Honduras,0,W,1,0,3,NA,Harrison,United States,TRUE,28,70.71428571428571,4,0
2017-07-08,Gold Cup,Martinique,Nicaragua,0,W,2,0,3,NA,Nashville,United States,TRUE,27.214285714285715,70.71428571428571,4,0
2017-07-08,Gold Cup,Nicaragua,Martinique,0,L,0,2,0,NA,Nashville,United States,TRUE,24.714285714285715,70.71428571428571,1,0
2017-07-08,Gold Cup,United States,Panama,1,D,1,1,1,NA,Nashville,United States,FALSE,26.857142857142858,70.71428571428572,0,0
2017-07-08,Gold Cup,Panama,United States,-1,D,1,1,1,NA,Nashville,United States,FALSE,25.357142857142858,70.71428571428572,0,0
2017-07-09,Gold Cup,Curaçao,Jamaica,0,L,0,2,0,NA,San Diego,United States,TRUE,26.071428571428573,70.71428571428571,2,0
2017-07-09,Gold Cup,Jamaica,Curaçao,0,W,2,0,3,NA,San Diego,United States,TRUE,26.357142857142858,70.71428571428571,1,0
2006-06-15,FIFA World Cup,Ecuador,Costa Rica,0,W,3,0,3,NA,Hamburg,Germany,TRUE,27.357142857142858,70.71428571428571,3,0
2006-06-15,FIFA World Cup,Costa Rica,Ecuador,0,L,0,3,0,NA,Hamburg,Germany,TRUE,28.428571428571427,70.71428571428571,2,0
2017-07-09,Gold Cup,Mexico,El Salvador,0,W,3,1,3,NA,San Diego,United States,TRUE,25.928571428571427,70.71428571428571,3,0
2017-07-09,Gold Cup,El Salvador,Mexico,0,L,1,3,0,NA,San Diego,United States,TRUE,25.785714285714285,70.71428571428571,2,0
2017-07-11,Gold Cup,Costa Rica,Canada,0,D,1,1,1,NA,Houston,United States,TRUE,28,70.71428571428571,1,0
2017-07-11,Gold Cup,Canada,Costa Rica,0,D,1,1,1,NA,Houston,United States,TRUE,24.785714285714285,70.71428571428572,0,0
2017-07-12,Gold Cup,Panama,Nicaragua,0,W,2,1,3,NA,Tampa,United States,TRUE,25.428571428571427,70.71428571428571,1,0
2017-07-12,Gold Cup,Nicaragua,Panama,0,L,1,2,0,NA,Tampa,United States,TRUE,26.142857142857142,70.71428571428571,1,0
2017-07-12,Gold Cup,United States,Martinique,1,W,3,2,3,NA,Tampa,United States,FALSE,26.428571428571427,70.71428571428571,1,0
2017-07-12,Gold Cup,Martinique,United States,-1,L,2,3,0,NA,Tampa,United States,FALSE,27.571428571428573,70.71428571428572,1,0
2017-07-13,Gold Cup,El Salvador,Curaçao,0,W,2,0,3,NA,Denver,United States,TRUE,25.857142857142858,70.71428571428572,1,0
2017-07-13,Gold Cup,Curaçao,El Salvador,0,L,0,2,0,NA,Denver,United States,TRUE,25.857142857142858,70.71428571428571,0,0
2017-07-13,Gold Cup,Mexico,Jamaica,0,D,0,0,1,NA,Denver,United States,TRUE,25.214285714285715,70.71428571428572,0,0
2017-07-13,Gold Cup,Jamaica,Mexico,0,D,0,0,1,NA,Denver,United States,TRUE,26.642857142857142,70.71428571428571,3,0
2017-07-14,Gold Cup,Canada,Honduras,0,D,0,0,1,NA,Frisco,United States,TRUE,25.5,70.71428571428571,1,0
2017-07-14,Gold Cup,Honduras,Canada,0,D,0,0,1,NA,Frisco,United States,TRUE,27.615384615384617,76.15384615384616,0,0
2017-07-14,Gold Cup,Costa Rica,French Guiana,0,W,3,0,3,NA,Frisco,United States,TRUE,27.785714285714285,70.71428571428571,0,0
2017-07-14,Gold Cup,French Guiana,Costa Rica,0,L,0,3,0,NA,Frisco,United States,TRUE,28.285714285714285,68.57142857142857,2,1
2017-07-15,Gold Cup,Panama,Martinique,0,W,3,0,3,NA,Cleveland,United States,TRUE,25.357142857142858,70.71428571428572,2,0
2017-07-15,Gold Cup,Martinique,Panama,0,L,0,3,0,NA,Cleveland,United States,TRUE,27.285714285714285,70.71428571428571,5,0
2017-07-16,Gold Cup,Curaçao,Mexico,0,L,0,2,0,NA,San Antonio,United States,TRUE,26.071428571428573,70.71428571428571,0,0
2017-07-16,Gold Cup,Mexico,Curaçao,0,W,2,0,3,NA,San Antonio,United States,TRUE,25.428571428571427,70.71428571428572,0,0
2006-06-15,FIFA World Cup,Sweden,Paraguay,0,W,1,0,3,NA,Berlin,Germany,TRUE,28.428571428571427,70.71428571428572,3,0
2006-06-15,FIFA World Cup,Paraguay,Sweden,0,L,0,1,0,NA,Berlin,Germany,TRUE,26.857142857142858,70.71428571428572,5,0
2017-07-16,Gold Cup,Jamaica,El Salvador,0,D,1,1,1,NA,San Antonio,United States,TRUE,25.53846153846154,76.15384615384616,1,0
2017-07-16,Gold Cup,El Salvador,Jamaica,0,D,1,1,1,NA,San Antonio,United States,TRUE,25.714285714285715,70.71428571428571,1,0
2017-07-19,Gold Cup,Costa Rica,Panama,0,W,1,0,3,NA,Philadelphia,United States,TRUE,27.928571428571427,70.71428571428571,1,0
2017-07-19,Gold Cup,Panama,Costa Rica,0,L,0,1,0,NA,Philadelphia,United States,TRUE,25.785714285714285,70.71428571428572,1,0
2017-07-19,Gold Cup,United States,El Salvador,1,W,2,0,3,NA,Philadelphia,United States,FALSE,27.642857142857142,70.71428571428572,1,0
